Id;Label;Degree;PageRank;Betweenness;Community
913;c/linear (2002 t7);30;0.00028302065375122734;0.00017051119255528073;1
914;m42;32;0.00029197514685754195;6.018042090186378e-06;1
915;dust;78;0.0004312943156198708;0.00022467357136695814;1
916;lunar crater observation and sensing satellite;79;0.0005355178361546602;0.00034904644123080996;1
917;test image;36;0.00031689313270452435;0.0;1
918;ulysses;50;0.0003055458574095533;6.018042090186378e-06;1
919;crater;132;0.0007819274000764608;0.01653156162174198;2
920;geography;394;0.001916514105241521;0.0010290851974218708;8
921;solar;100;0.0006903588343693789;0.023177486103337808;8
922;caps;83;0.00043107600709524287;0.0;2
923;cda;170;0.0007066190733595667;0.0;2
924;cirs;228;0.0009046195356724099;0.0;2
925;hrd;135;0.000605061488502127;0.000539617774086712;2
926;inms;164;0.0007120623352940088;0.0;2
927;mag;218;0.0010296906339017594;0.008559661866275093;2
928;mimi;143;0.0006409278074797586;3.0090210450931894e-05;2
929;rpws;187;0.0007795099035992508;0.0;2
930;rss;696;0.0027082290895292247;0.004587754086752082;2
931;uvis;259;0.0010115228067193642;0.0;2
932;vims;297;0.001144483873686757;0.001097289674443983;2
933;cases;484;0.001646410541613347;0.0;4
934;compressible;184;0.0007101553999822747;0.0;4
935;flow;530;0.0018405325802783692;1.2036084180372757e-05;4
936;incompressible;380;0.001314247647529392;0.0;4
937;tool;39;0.0003652179874247635;0.006190559296771722;2
938;chandrayaan-1;9;0.00019958859155907262;0.0;1
939;mapping;36;0.0003175388658466505;0.0;8
940;landsat;36;0.0002345634726524218;0.0003129381886896917;1
941;data processing;16;0.00025550808833651735;0.004062178410875806;6
942;sl9;38;0.0002661523513595699;9.428265941291994e-05;1
943;national space biomedical research institute;13;0.00017001275206489372;0.0;9
944;contour mission;5;0.0001715625293759903;0.0;1
945;separation;161;0.0007757003309772339;0.0007983935839647263;4
946;coords;49;0.0005644584270889267;0.0;2
947;topo;49;0.0005644584270889268;0.0;2
948;dlre;117;0.0007407792145720171;0.0;2
949;lamp;117;0.0007407792145720172;0.0;2
950;lend;117;0.0007407792145720172;0.0;2
951;lola;117;0.0007407792145720171;0.0;2
952;lroc;117;0.0007407792145720172;0.0;2
953;mini-rf;40;0.0003462937814944475;0.0;2
954;crism;239;0.0009849389934628071;0.0;2
955;ctx;233;0.0009636612026300904;0.0;2
956;hirise;241;0.0009957802638491024;0.00539617774086712;2
957;marci;233;0.0009636612026300902;0.0;2
958;mcs;239;0.0009849389934628071;0.0;2
959;sharad;195;0.0008313123681898029;0.0;2
960;dictionary;111;0.0006306213079742622;0.0;2
961;epps;82;0.0005498439315454505;0.0;2
962;grns;82;0.0005498439315454504;0.0;2
963;grs;147;0.0007156790825245495;0.0;2
964;index;103;0.0005930961286815086;0.0;2
965;mascs;82;0.0005498439315454504;0.0;2
966;mdis;70;0.0004872724977701479;0.0;2
967;mla;82;0.0005498439315454504;0.0;2
968;radio science;58;0.0003723488828221198;0.0;2
969;xrs;82;0.0005498439315454505;0.0;2
970;spaceapps;8;0.000486981289243766;0.0;9
971;sample processing;38;0.00034777414200404586;6.82044770221123e-05;6
972;sequence analysis data transformation;91;0.0006270146546146029;0.004054154354755557;6
973;deep space program science experiment;13;0.00021929187474653848;0.0;1
974;mars pathfinder;19;0.00023638028163967085;0.00011634881374360332;1
975;phoenix;67;0.0004648557239456731;1.2036084180372757e-05;1
976;geologic remote sensing field experiment;16;0.0002063224525246955;0.0;1
977;gravity/gravitational field;618;0.0005412812290037816;0.0022928740363610104;5
978;solar energetic particle flux;10;0.00015962413814674296;0.0;5
979;faith;42;0.00031623737106957256;0.0;4
980;hill;42;0.00031623737106957256;0.0;4
981;telescope;68;0.0005392385343590644;8.024056120248505e-06;8
982;forums;25;0.00031852727531039366;0.0;8
983;knowledge sharing;37;0.000400234102309069;0.0;8
984;gbo;48;0.00044820967533736695;0.0;8
985;nai;48;0.00044820967533736695;0.0;8
986;nen;321;0.0014906732925182699;0.0;8
987;giacobini-zinner;8;0.001;0.0;12
988;international cometary explorer;8;0.001;0.0;12
989;gravity recovery and interior laboratory;5;0.00017754921753281814;0.0;1
990;lunar prospector;21;0.0002657067136378361;0.0;1
991;lunar reconnaissance orbiter;30;0.0003152953051969087;0.0;1
992;mars science laboratory;50;0.00040040522948418106;0.0006238703633493212;1
993;mariner 10;8;0.00018862100162620138;0.0;1
994;mars atmosphere and volatile evolution mission;11;0.00020435039491417526;0.0;1
995;mars exploration rover;146;0.0008679232107815769;0.0;1
996;maven;8;0.00018933825812501794;0.0;1
997;pre-magellan;15;0.0002186016819830392;6.018042090186378e-06;1
998;nasaview;9;0.0001867617867666118;0.0;2
999;pioneer venus;26;0.0002441675288329592;0.0;1
1000;saturn occultation of 28 sagittarius 1989;12;0.00017387021724741506;0.0;1
